-97.4394777,35.2225668,"Norman, OK","University of Oklahoma","crimson","dimgray"
-97.7430608,30.267153,"Austin, TX","University of Texas","orange","white"
-87.5691735,33.2098407,"Tuscaloosa, AL","University of Alabama","crimson","white"
-118.2436849,34.0522342,"Los Angeles, CA","University of Southern California","red","gold"
-83.7430378,42.2808256,"Ann Arbor, MI","University of Michigan","blue","yellow"
-82.9987942,39.9611755,"Columbus, OH","Ohio State University","crimson","grey"
-122.1660756,37.424106,"Stanford, CA","Stanford University","red","darkgreen"
-122.3320708,47.6062095,"Seattle, WA","University of Washington","purple","dimgray"
